Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.5,0.8,0.8,0.6153846153846154,8,8,2,0
CLASSES,0.5,0.8,0.8,0.6153846153846154,8,8,2,-
PROPERTIES,0.0,0.0,0.0,NaN,0,0,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
