Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.9152892561983471,0.8766490765171504,0.6967071057192374,0.8955525606469004,1329,123,187,0
CLASSES,0.9152892561983471,0.8766490765171504,0.6967071057192374,0.8955525606469004,1329,123,187,-
PROPERTIES,0.0,0.0,0.0,NaN,0,0,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
