Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.8125,0.8666666666666667,0.8666666666666667,0.8387096774193549,13,3,2,0
CLASSES,0.8125,0.8666666666666667,0.8666666666666667,0.8387096774193549,13,3,2,-
PROPERTIES,0.0,0.0,0.0,NaN,0,0,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
