Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,1.0,0.45454545454545453,0.45454545454545453,0.625,5,0,6,0
CLASSES,1.0,0.625,0.625,0.7692307692307693,5,0,3,-
PROPERTIES,0.0,0.0,0.0,NaN,0,0,3,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
