Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.8181818181818182,0.47368421052631576,0.47368421052631576,0.6,9,2,10,0
CLASSES,0.8181818181818182,0.47368421052631576,0.47368421052631576,0.6,9,2,10,-
PROPERTIES,0.0,0.0,0.0,NaN,0,0,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
