Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.7777777777777778,0.6363636363636364,0.6363636363636364,0.7000000000000001,7,2,4,0
CLASSES,0.875,0.6363636363636364,0.6363636363636364,0.7368421052631579,7,1,4,-
PROPERTIES,0.0,0.0,0.0,NaN,0,1,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
