Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.6666666666666666,0.25,0.25,0.36363636363636365,4,2,12,0
CLASSES,0.8,0.4,0.4,0.5333333333333333,4,1,6,-
PROPERTIES,0.0,0.0,0.0,NaN,0,1,6,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
