Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.5,0.6,0.6,0.5454545454545454,9,9,6,0
CLASSES,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,8,4,4,-
PROPERTIES,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.2222222222222222,1,5,2,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
