Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.8,0.4444444444444444,0.4444444444444444,0.5714285714285714,4,1,5,0
CLASSES,0.8,0.4444444444444444,0.4444444444444444,0.5714285714285714,4,1,5,-
PROPERTIES,0.0,0.0,0.0,NaN,0,0,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
