Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.8333333333333334,0.35714285714285715,0.35714285714285715,0.5,5,1,9,0
CLASSES,0.8333333333333334,0.38461538461538464,0.38461538461538464,0.5263157894736842,5,1,8,-
PROPERTIES,0.0,0.0,0.0,NaN,0,0,1,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
