Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.9,0.5625,0.5625,0.6923076923076923,9,1,7,0
CLASSES,0.8888888888888888,0.8,0.8,0.8421052631578948,8,1,2,-
PROPERTIES,1.0,0.16666666666666666,0.16666666666666666,0.2857142857142857,1,0,5,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
