Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.75,0.8,0.8,0.7741935483870969,12,4,3,0
CLASSES,0.7333333333333333,0.9166666666666666,0.9166666666666666,0.8148148148148148,11,4,1,-
PROPERTIES,1.0,0.3333333333333333,0.3333333333333333,0.5,1,0,2,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
