Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.7777777777777778,0.7,0.7,0.7368421052631577,7,2,3,0
CLASSES,0.7777777777777778,0.7,0.7,0.7368421052631577,7,2,3,-
PROPERTIES,0.0,0.0,0.0,NaN,0,0,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
