Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.7619047619047619,0.8,0.8,0.7804878048780488,16,5,4,0
CLASSES,0.7619047619047619,0.8,0.8,0.7804878048780488,16,5,4,-
PROPERTIES,0.0,0.0,0.0,NaN,0,0,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
