Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.7083333333333334,0.7391304347826086,0.7391304347826086,0.723404255319149,17,7,6,0
CLASSES,0.7142857142857143,0.7894736842105263,0.7894736842105263,0.7500000000000001,15,6,4,-
PROPERTIES,0.6666666666666666,0.5,0.5,0.5714285714285715,2,1,2,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
