Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.5769230769230769,0.6,0.6,0.5882352941176471,15,11,10,0
CLASSES,0.5769230769230769,0.6521739130434783,0.6521739130434783,0.6122448979591837,15,11,8,-
PROPERTIES,0.0,0.0,0.0,NaN,0,0,2,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
