Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.5714285714285714,0.42105263157894735,0.42105263157894735,0.48484848484848486,8,6,11,0
CLASSES,0.5714285714285714,0.42105263157894735,0.42105263157894735,0.48484848484848486,8,6,11,-
PROPERTIES,0.0,0.0,0.0,NaN,0,0,0,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
