Type,Precision (P),Recall (R),Residual Recall (R+),F1,"# of TP","# of FP","# of FN",Time
ALL,0.5294117647058824,0.6,0.6,0.5625,9,8,6,0
CLASSES,0.5294117647058824,0.75,0.75,0.6206896551724139,9,8,3,-
PROPERTIES,0.0,0.0,0.0,NaN,0,0,3,-
INSTANCES,0.0,0.0,0.0,NaN,0,0,0,-
